FIPS,Industry21,_TYPE_,_FREQ_,p_Est,n_Est,Base_pop,Sample,StateAB
42,Manufacturing,3,7696,0.057727553,42113,729513,7696,PA
42,Wholesale Trade,3,1631,0.044333954,7267,163915,1631,PA
42,Retail Trade,3,6660,0.072644759,50631,696967,6660,PA
42,"Transportation, Warehousing & Storage",3,2433,0.071581598,16940,236653,2433,PA
42,Information,3,968,0.044434376,4413,99315,968,PA
42,"Finance, Insurance",3,2755,0.033536493,9987,297795,2755,PA
42,"Real Estate, Rental & Leasing",3,775,0.061884512,5530,89360,775,PA
42,"Professional, Scientific, Management",3,3496,0.036338143,13632,375143,3496,PA
42,Administrative & Waste Management Services,3,1840,0.074518949,15243,204552,1840,PA
42,Educational Services,3,5944,0.042663987,23899,560168,5944,PA
42,Health Care,3,8141,0.057708618,48378,838315,8141,PA
42,Social Assistance Services,3,1534,0.087689879,13387,152663,1534,PA
42,"Arts, Entertainment, Recreation",3,956,0.051116558,5235,102413,956,PA
42,Accommodation and Food Services,3,3200,0.063038961,22691,359952,3200,PA
42,Other Services (except Public Administration),3,2830,0.069094952,19015,275201,2830,PA
42,Public Administration,3,2577,0.055175693,13694,248189,2577,PA
42,Active Duty Military,3,39,0.089571899,408,4555,39,PA
44,"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",3,14,0,0,1590,14,RI
44,Utilities,3,32,0.019876628,58,2918,32,RI
44,Construction,3,236,0.047852714,1258,26289,236,RI
44,Manufacturing,3,544,0.044076307,2493,56561,544,RI
44,Wholesale Trade,3,142,0.064856933,884,13630,142,RI
44,Retail Trade,3,595,0.058412441,3452,59097,595,RI
44,"Transportation, Warehousing & Storage",3,145,0.049745065,761,15298,145,RI
44,Information,3,82,0.164225422,1323,8056,82,RI
44,"Finance, Insurance",3,292,0.041061299,1122,27325,292,RI
44,"Real Estate, Rental & Leasing",3,82,0.01348562,98,7267,82,RI
44,"Professional, Scientific, Management",3,359,0.053813455,1747,32464,359,RI
44,Administrative & Waste Management Services,3,182,0.0514984,1062,20622,182,RI
44,Educational Services,3,670,0.042803991,2531,59130,670,RI
44,Health Care,3,708,0.051408841,3618,70377,708,RI
44,Social Assistance Services,3,137,0.094589273,1201,12697,137,RI
44,"Arts, Entertainment, Recreation",3,124,0.017775431,202,11364,124,RI
44,Accommodation and Food Services,3,366,0.071859697,3155,43905,366,RI
44,Other Services (except Public Administration),3,252,0.068340307,1764,25812,252,RI
44,Public Administration,3,227,0.038822764,835,21508,227,RI
44,Active Duty Military,3,32,0.025797989,59,2287,32,RI
45,"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",3,179,0.09707462,1699,17502,179,SC
45,Utilities,3,272,0.050813008,1275,25092,272,SC
45,Construction,3,1138,0.072751515,9494,130499,1138,SC
45,Manufacturing,3,2704,0.061604456,17219,279509,2704,SC
45,Wholesale Trade,3,504,0.067777559,3437,50710,504,SC
45,Retail Trade,3,2262,0.06646312,16065,241713,2262,SC
45,"Transportation, Warehousing & Storage",3,623,0.077133896,5066,65678,623,SC
45,Information,3,383,0.054513358,2316,42485,383,SC
45,"Finance, Insurance",3,875,0.034922344,3049,87308,875,SC
45,"Real Estate, Rental & Leasing",3,342,0.040211577,1338,33274,342,SC
45,"Professional, Scientific, Management",3,1006,0.045121361,4192,92905,1006,SC
45,Administrative & Waste Management Services,3,890,0.089076779,9387,105381,890,SC
45,Educational Services,3,2126,0.055728446,11031,197942,2126,SC
45,Health Care,3,2189,0.055131236,11939,216556,2189,SC
45,Social Assistance Services,3,374,0.087889366,3273,37240,374,SC
45,"Arts, Entertainment, Recreation",3,321,0.070633587,2437,34502,321,SC
45,Accommodation and Food Services,3,1478,0.064107308,12474,194580,1478,SC
45,Other Services (except Public Administration),3,1067,0.085296463,9414,110368,1067,SC
45,Public Administration,3,958,0.08264795,8431,102011,958,SC
45,Active Duty Military,3,284,0.060887753,1572,25818,284,SC
46,"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",3,440,0.073670908,2565,34817,440,SD
46,Utilities,3,37,0.007344414,19,2587,37,SD
46,Construction,3,260,0.077801865,2261,29061,260,SD
46,Manufacturing,3,372,0.074895673,3069,40977,372,SD
46,Wholesale Trade,3,122,0.04769597,561,11762,122,SD
46,Retail Trade,3,438,0.088262541,4478,50735,438,SD
46,"Transportation, Warehousing & Storage",3,148,0.064463579,831,12891,148,SD
46,Information,3,77,0.072503291,771,10634,77,SD
46,"Finance, Insurance",3,260,0.055464537,1625,29298,260,SD
46,"Real Estate, Rental & Leasing",3,48,0.114168996,531,4651,48,SD
46,"Professional, Scientific, Management",3,124,0.038864943,541,13920,124,SD
46,Administrative & Waste Management Services,3,97,0.062847976,666,10597,97,SD
46,Educational Services,3,389,0.064449692,2347,36416,389,SD
46,Health Care,3,473,0.096759423,4649,48047,473,SD
46,Social Assistance Services,3,120,0.107390772,1578,14694,120,SD
46,"Arts, Entertainment, Recreation",3,93,0.130326439,1046,8026,93,SD
46,Accommodation and Food Services,3,218,0.111562292,3187,28567,218,SD
46,Other Services (except Public Administration),3,175,0.103832547,1761,16960,175,SD
46,Public Administration,3,219,0.067874157,1439,21201,219,SD
46,Active Duty Military,3,25,0,0,2763,25,SD
47,"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",3,313,0.068349541,1982,28998,313,TN
47,Utilities,3,385,0.061587824,2169,35218,385,TN
47,Construction,3,1643,0.073207962,13045,178191,1643,TN
47,Manufacturing,3,3798,0.07098889,26594,374622,3798,TN
47,Wholesale Trade,3,779,0.073413128,5422,73856,779,TN
47,Retail Trade,3,3181,0.064117081,21914,341781,3181,TN
47,"Transportation, Warehousing & Storage",3,1325,0.057856183,8222,142111,1325,TN
47,Information,3,528,0.038724695,2196,56708,528,TN
47,"Finance, Insurance",3,1206,0.057235869,6769,118265,1206,TN
47,"Real Estate, Rental & Leasing",3,405,0.11090922,4700,42377,405,TN
47,"Professional, Scientific, Management",3,1511,0.057475047,8557,148882,1511,TN
47,Administrative & Waste Management Services,3,1176,0.101756359,13754,135166,1176,TN
47,Educational Services,3,2624,0.053608222,13165,245578,2624,TN
47,Health Care,3,3447,0.063700447,21995,345288,3447,TN
47,Social Assistance Services,3,516,0.085980402,4431,51535,516,TN
47,"Arts, Entertainment, Recreation",3,447,0.055561478,2606,46903,447,TN
47,Accommodation and Food Services,3,1714,0.077922581,16084,206410,1714,TN
47,Other Services (except Public Administration),3,1435,0.077288309,11476,148483,1435,TN
47,Public Administration,3,1345,0.085200264,11238,131901,1345,TN
47,Active Duty Military,3,172,0.064955622,1149,17689,172,TN
48,"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",3,4213,0.069018526,28779,416975,4213,TX
48,Utilities,3,1154,0.057074121,6358,111399,1154,TX
48,Construction,3,7737,0.05933279,54786,923368,7737,TX
48,Manufacturing,3,10700,0.051468733,57509,1117358,10700,TX
48,Wholesale Trade,3,3381,0.045467912,16699,367270,3381,TX
48,Retail Trade,3,12472,0.065345332,91424,1399090,12472,TX
48,"Transportation, Warehousing & Storage",3,4785,0.069942524,36641,523873,4785,TX
48,Information,3,2053,0.051662416,10737,207830,2053,TX
48,"Finance, Insurance",3,5460,0.044432685,25190,566925,5460,TX
48,"Real Estate, Rental & Leasing",3,2167,0.065848814,15083,229055,2167,TX
48,"Professional, Scientific, Management",3,7664,0.047039157,36271,771081,7664,TX
48,Administrative & Waste Management Services,3,4690,0.071340655,40283,564657,4690,TX
48,Educational Services,3,12031,0.056195522,64438,1146675,12031,TX
48,Health Care,3,11524,0.065608862,79874,1217427,11524,TX
48,Social Assistance Services,3,1958,0.093729324,18983,202530,1958,TX
48,"Arts, Entertainment, Recreation",3,1596,0.055085842,9369,170080,1596,TX
48,Accommodation and Food Services,3,6678,0.062563749,54284,867659,6678,TX
48,Other Services (except Public Administration),3,5893,0.072558659,46522,641164,5893,TX
48,Public Administration,3,5132,0.064333622,32862,510806,5132,TX
48,Active Duty Military,3,921,0.057834589,5253,90828,921,TX
49,"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",3,333,0.069140435,1990,28782,333,UT
49,Utilities,3,118,0.084350184,871,10326,118,UT
49,Construction,3,751,0.040924433,3492,85328,751,UT
49,Manufacturing,3,1344,0.046010025,6728,146229,1344,UT
49,Wholesale Trade,3,328,0.047014393,1581,33628,328,UT
49,Retail Trade,3,1480,0.063050647,10248,162536,1480,UT
49,"Transportation, Warehousing & Storage",3,487,0.099670942,5331,53486,487,UT
49,Information,3,284,0.073059053,2170,29702,284,UT
49,"Finance, Insurance",3,575,0.051116033,3300,64559,575,UT
49,"Real Estate, Rental & Leasing",3,201,0.030774245,661,21479,201,UT
49,"Professional, Scientific, Management",3,855,0.044058241,3970,90108,855,UT
49,Administrative & Waste Management Services,3,508,0.066704401,3889,58302,508,UT
49,Educational Services,3,1619,0.061549025,8964,145640,1619,UT
49,Health Care,3,1195,0.033876736,4073,120230,1195,UT
49,Social Assistance Services,3,198,0.082702471,1737,21003,198,UT
49,"Arts, Entertainment, Recreation",3,265,0.079449192,2129,26797,265,UT
49,Accommodation and Food Services,3,634,0.045814465,3541,77290,634,UT
49,Other Services (except Public Administration),3,536,0.068006954,3951,58097,536,UT
49,Public Administration,3,654,0.055808018,3586,64256,654,UT
49,Active Duty Military,3,43,0.059508816,189,3176,43,UT
50,"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",3,114,0.099457291,843,8476,114,VT
50,Utilities,3,19,0.3082889,636,2063,19,VT
50,Construction,3,254,0.06526087,1501,23000,254,VT
50,Manufacturing,3,366,0.057863502,2418,41788,366,VT
50,Wholesale Trade,3,54,0.017982799,92,5116,54,VT
50,Retail Trade,3,328,0.082241245,2642,32125,328,VT
50,"Transportation, Warehousing & Storage",3,97,0.110695133,1094,9883,97,VT
50,Information,3,57,0.056429734,312,5529,57,VT
50,"Finance, Insurance",3,99,0.012281951,138,11236,99,VT
50,"Real Estate, Rental & Leasing",3,42,0.159730979,760,4758,42,VT
50,"Professional, Scientific, Management",3,194,0.030462994,554,18186,194,VT
50,Administrative & Waste Management Services,3,112,0.139337769,1759,12624,112,VT
50,Educational Services,3,457,0.036416606,1500,41190,457,VT
50,Health Care,3,355,0.054903499,1960,35699,355,VT
50,Social Assistance Services,3,102,0.061868247,710,11476,102,VT
50,"Arts, Entertainment, Recreation",3,74,0.040693404,277,6807,74,VT
50,Accommodation and Food Services,3,177,0.073073516,1320,18064,177,VT
50,Other Services (except Public Administration),3,139,0.088585018,1192,13456,139,VT
50,Public Administration,3,165,0.038246075,553,14459,165,VT
50,Active Duty Military,3,4,0,0,143,4,VT
51,"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",3,410,0.046538296,1948,41858,410,VA
51,Utilities,3,279,0.043586597,1172,26889,279,VA
51,Construction,3,2154,0.042773684,10587,247512,2154,VA
51,Manufacturing,3,2885,0.051958455,14983,288365,2885,VA
51,Wholesale Trade,3,713,0.046403107,3560,76719,713,VA
51,Retail Trade,3,4027,0.064432246,28569,443396,4027,VA
51,"Transportation, Warehousing & Storage",3,1266,0.05799388,7903,136273,1266,VA
51,Information,3,867,0.055391003,4376,79002,867,VA
51,"Finance, Insurance",3,1713,0.038028561,6415,168689,1713,VA
51,"Real Estate, Rental & Leasing",3,733,0.052242839,3770,72163,733,VA
51,"Professional, Scientific, Management",3,4652,0.040940414,17574,429258,4652,VA
51,Administrative & Waste Management Services,3,1453,0.048884783,8254,168846,1453,VA
51,Educational Services,3,4253,0.043046682,16683,387556,4253,VA
51,Health Care,3,3857,0.047606724,18580,390281,3857,VA
51,Social Assistance Services,3,896,0.092483081,8664,93682,896,VA
51,"Arts, Entertainment, Recreation",3,645,0.05925879,3740,63113,645,VA
51,Accommodation and Food Services,3,2229,0.06125098,16799,274265,2229,VA
51,Other Services (except Public Administration),3,2048,0.058260464,12106,207791,2048,VA
51,Public Administration,3,3710,0.044850423,15847,353330,3710,VA
51,Active Duty Military,3,1028,0.024034615,2433,101229,1028,VA
53,"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",3,789,0.087132238,6705,76952,789,WA
53,Utilities,3,267,0.081558773,1915,23480,267,WA
53,Construction,3,1770,0.061229799,12003,196032,1770,WA
53,Manufacturing,3,3322,0.063837107,22266,348794,3322,WA
53,Wholesale Trade,3,920,0.056304669,5420,96262,920,WA
53,Retail Trade,3,3379,0.069791035,26485,379490,3379,WA
53,"Transportation, Warehousing & Storage",3,1318,0.06662292,8833,132582,1318,WA
53,Information,3,761,0.055267856,4365,78979,761,WA
53,"Finance, Insurance",3,1067,0.036514741,4029,110339,1067,WA
53,"Real Estate, Rental & Leasing",3,663,0.077338853,5380,69564,663,WA
53,"Professional, Scientific, Management",3,2584,0.042617355,11362,266605,2584,WA
53,Administrative & Waste Management Services,3,1101,0.079726341,10523,131989,1101,WA
53,Educational Services,3,3017,0.054800299,14681,267900,3017,WA
53,Health Care,3,3432,0.053421529,18850,352854,3432,WA
53,Social Assistance Services,3,754,0.098407395,7835,79618,754,WA
53,"Arts, Entertainment, Recreation",3,758,0.06810772,5306,77906,758,WA
53,Accommodation and Food Services,3,1735,0.056109089,11978,213477,1735,WA
53,Other Services (except Public Administration),3,1435,0.078118871,11749,150399,1435,WA
53,Public Administration,3,1740,0.069588225,11441,164410,1740,WA
53,Active Duty Military,3,501,0.026397422,1319,49967,501,WA
54,"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",3,404,0.106935036,4925,46056,404,WV
54,Utilities,3,115,0.067378432,751,11146,115,WV
54,Construction,3,425,0.085537269,4059,47453,425,WV
54,Manufacturing,3,575,0.075525737,4773,63197,575,WV
54,Wholesale Trade,3,156,0.065450243,1051,16058,156,WV
54,Retail Trade,3,823,0.078557353,6737,85759,823,WV
54,"Transportation, Warehousing & Storage",3,292,0.070482827,2124,30135,292,WV
54,Information,3,123,0.064666431,916,14165,123,WV
54,"Finance, Insurance",3,250,0.094541457,2236,23651,250,WV
54,"Real Estate, Rental & Leasing",3,69,0.191981931,1360,7084,69,WV
54,"Professional, Scientific, Management",3,334,0.059635229,1988,33336,334,WV
54,Administrative & Waste Management Services,3,275,0.084439793,2582,30578,275,WV
54,Educational Services,3,805,0.0725847,5341,73583,805,WV
54,Health Care,3,1014,0.071584548,7507,104869,1014,WV
54,Social Assistance Services,3,171,0.123784632,2368,19130,171,WV
54,"Arts, Entertainment, Recreation",3,134,0.062211187,902,14499,134,WV
54,Accommodation and Food Services,3,419,0.097670305,4859,49749,419,WV
54,Other Services (except Public Administration),3,327,0.078474866,2618,33361,327,WV
54,Public Administration,3,514,0.076824861,3911,50908,514,WV
54,Active Duty Military,3,11,0.165244376,213,1289,11,WV
55,"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",3,1215,0.060040149,4247,70736,1215,WI
55,Utilities,3,227,0.025969198,489,18830,227,WI
55,Construction,3,1633,0.078636294,11309,143814,1633,WI
55,Manufacturing,3,5455,0.051604714,27484,532587,5455,WI
55,Wholesale Trade,3,735,0.043195938,3233,74845,735,WI
55,Retail Trade,3,2982,0.066055447,21146,320125,2982,WI
55,"Transportation, Warehousing & Storage",3,1145,0.064139232,6324,98598,1145,WI
55,Information,3,424,0.080870654,3812,47137,424,WI
55,"Finance, Insurance",3,1368,0.034990338,5106,145926,1368,WI
55,"Real Estate, Rental & Leasing",3,296,0.052602074,1689,32109,296,WI
55,"Professional, Scientific, Management",3,1190,0.063676572,8595,134979,1190,WI
55,Administrative & Waste Management Services,3,900,0.086041781,9263,107657,900,WI
55,Educational Services,3,2410,0.053310015,12589,236147,2410,WI
55,Health Care,3,3398,0.055483594,19361,348950,3398,WI
55,Social Assistance Services,3,660,0.149644302,10728,71690,660,WI
55,"Arts, Entertainment, Recreation",3,488,0.073351614,3531,48138,488,WI
55,Accommodation and Food Services,3,1370,0.067585184,11302,167226,1370,WI
55,Other Services (except Public Administration),3,1198,0.062244651,7709,123850,1198,WI
55,Public Administration,3,1042,0.059547224,5813,97620,1042,WI
55,Active Duty Military,3,24,0.159718734,318,1991,24,WI
56,"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",3,357,0.065472212,2547,38902,357,WY
56,Utilities,3,62,0.054345837,297,5465,62,WY
56,Construction,3,206,0.057273293,1104,19276,206,WY
56,Manufacturing,3,109,0.081646359,851,10423,109,WY
56,Wholesale Trade,3,59,0.083575722,431,5157,59,WY
56,Retail Trade,3,306,0.094227099,3160,33536,306,WY
56,"Transportation, Warehousing & Storage",3,131,0.072387149,890,12295,131,WY
56,Information,3,32,0.092796093,228,2457,32,WY
56,"Finance, Insurance",3,71,0.065114444,495,7602,71,WY
56,"Real Estate, Rental & Leasing",3,41,0.036714771,173,4712,41,WY
56,"Professional, Scientific, Management",3,98,0.067643091,702,10378,98,WY
56,Administrative & Waste Management Services,3,74,0.110593559,831,7514,74,WY
56,Educational Services,3,356,0.043050544,1396,32427,356,WY
56,Health Care,3,244,0.107666543,2893,26870,244,WY
56,Social Assistance Services,3,86,0.074752532,657,8789,86,WY
56,"Arts, Entertainment, Recreation",3,56,0.116600184,760,6518,56,WY
56,Accommodation and Food Services,3,167,0.067911887,1338,19702,167,WY
56,Other Services (except Public Administration),3,121,0.072496209,1004,13849,121,WY
56,Public Administration,3,219,0.10016392,2322,23182,219,WY
56,Active Duty Military,3,28,0,0,2616,28,WY
