Industry21,Dis1,Men,raceX,Educ,_TYPE_,_FREQ_,n_Est,Sample
Wholesale Trade,1,,White only,Less than High School,27,215,20023,215
Wholesale Trade,1,,White only,High School,27,582,51994,582
Wholesale Trade,1,,White only,Some College,27,631,55988,631
Wholesale Trade,1,,White only,Bachelors Degree or more,27,342,29665,342
Wholesale Trade,1,,Black/African American only,Less than High School,27,16,2044,16
Wholesale Trade,1,,Black/African American only,High School,27,54,6546,54
Wholesale Trade,1,,Black/African American only,Some College,27,40,4573,40
Wholesale Trade,1,,Black/African American only,Bachelors Degree or more,27,15,1435,15
Wholesale Trade,1,,Asian only,Less than High School,27,7,561,7
Wholesale Trade,1,,Asian only,High School,27,12,1117,12
Wholesale Trade,1,,Asian only,Some College,27,21,1588,21
Wholesale Trade,1,,Asian only,Bachelors Degree or more,27,21,2203,21
Wholesale Trade,1,,Some other race(s),Less than High School,27,42,4045,42
Wholesale Trade,1,,Some other race(s),High School,27,52,5582,52
Wholesale Trade,1,,Some other race(s),Some College,27,48,4529,48
Wholesale Trade,1,,Some other race(s),Bachelors Degree or more,27,9,914,9
Retail Trade,0,,White only,Less than High School,27,8273,914941,8273
Retail Trade,0,,White only,High School,27,37348,3884860,37348
Retail Trade,0,,White only,Some College,27,43236,4581887,43236
Retail Trade,0,,White only,Bachelors Degree or more,27,23170,2346546,23170
Retail Trade,0,,Black/African American only,Less than High School,27,1053,134060,1053
Retail Trade,0,,Black/African American only,High School,27,4142,586103,4142
Retail Trade,0,,Black/African American only,Some College,27,5601,802433,5601
Retail Trade,0,,Black/African American only,Bachelors Degree or more,27,1707,230438,1707
Retail Trade,0,,Asian only,Less than High School,27,751,77351,751
Retail Trade,0,,Asian only,High School,27,1395,162291,1395
Retail Trade,0,,Asian only,Some College,27,2241,245129,2241
Retail Trade,0,,Asian only,Bachelors Degree or more,27,2790,323694,2790
Retail Trade,0,,Some other race(s),Less than High School,27,1737,224626,1737
Retail Trade,0,,Some other race(s),High School,27,3156,386317,3156
Retail Trade,0,,Some other race(s),Some College,27,3748,464936,3748
Retail Trade,0,,Some other race(s),Bachelors Degree or more,27,1089,133465,1089
Retail Trade,1,,White only,Less than High School,27,1069,107137,1069
Retail Trade,1,,White only,High School,27,3397,320825,3397
Retail Trade,1,,White only,Some College,27,3158,311350,3158
Retail Trade,1,,White only,Bachelors Degree or more,27,1171,107101,1171
Retail Trade,1,,Black/African American only,Less than High School,27,148,15631,148
Retail Trade,1,,Black/African American only,High School,27,348,36962,348
Retail Trade,1,,Black/African American only,Some College,27,335,39270,335
Retail Trade,1,,Black/African American only,Bachelors Degree or more,27,70,7299,70
Retail Trade,1,,Asian only,Less than High School,27,43,4342,43
Retail Trade,1,,Asian only,High School,27,77,8695,77
Retail Trade,1,,Asian only,Some College,27,101,11009,101
Retail Trade,1,,Asian only,Bachelors Degree or more,27,69,8828,69
Retail Trade,1,,Some other race(s),Less than High School,27,143,15305,143
Retail Trade,1,,Some other race(s),High School,27,211,23925,211
Retail Trade,1,,Some other race(s),Some College,27,265,25814,265
Retail Trade,1,,Some other race(s),Bachelors Degree or more,27,55,5708,55
"Transportation, Warehousing & Storage",0,,White only,Less than High School,27,3268,344360,3268
"Transportation, Warehousing & Storage",0,,White only,High School,27,14608,1458820,14608
"Transportation, Warehousing & Storage",0,,White only,Some College,27,13729,1356885,13729
"Transportation, Warehousing & Storage",0,,White only,Bachelors Degree or more,27,6680,669523,6680
"Transportation, Warehousing & Storage",0,,Black/African American only,Less than High School,27,598,73980,598
"Transportation, Warehousing & Storage",0,,Black/African American only,High School,27,2780,379720,2780
"Transportation, Warehousing & Storage",0,,Black/African American only,Some College,27,3054,400303,3054
"Transportation, Warehousing & Storage",0,,Black/African American only,Bachelors Degree or more,27,891,112756,891
"Transportation, Warehousing & Storage",0,,Asian only,Less than High School,27,244,24078,244
"Transportation, Warehousing & Storage",0,,Asian only,High School,27,440,50901,440
"Transportation, Warehousing & Storage",0,,Asian only,Some College,27,781,87577,781
"Transportation, Warehousing & Storage",0,,Asian only,Bachelors Degree or more,27,858,85814,858
"Transportation, Warehousing & Storage",0,,Some other race(s),Less than High School,27,733,94636,733
"Transportation, Warehousing & Storage",0,,Some other race(s),High School,27,1262,146200,1262
"Transportation, Warehousing & Storage",0,,Some other race(s),Some College,27,1143,133177,1143
"Transportation, Warehousing & Storage",0,,Some other race(s),Bachelors Degree or more,27,328,36088,328
"Transportation, Warehousing & Storage",1,,White only,Less than High School,27,376,35551,376
"Transportation, Warehousing & Storage",1,,White only,High School,27,1185,106096,1185
"Transportation, Warehousing & Storage",1,,White only,Some College,27,1082,101342,1082
"Transportation, Warehousing & Storage",1,,White only,Bachelors Degree or more,27,308,29701,308
"Transportation, Warehousing & Storage",1,,Black/African American only,Less than High School,27,54,6597,54
"Transportation, Warehousing & Storage",1,,Black/African American only,High School,27,188,20911,188
"Transportation, Warehousing & Storage",1,,Black/African American only,Some College,27,225,24886,225
"Transportation, Warehousing & Storage",1,,Black/African American only,Bachelors Degree or more,27,43,3929,43
"Transportation, Warehousing & Storage",1,,Asian only,Less than High School,27,12,1390,12
"Transportation, Warehousing & Storage",1,,Asian only,High School,27,19,1931,19
"Transportation, Warehousing & Storage",1,,Asian only,Some College,27,30,2376,30
"Transportation, Warehousing & Storage",1,,Asian only,Bachelors Degree or more,27,18,2101,18
"Transportation, Warehousing & Storage",1,,Some other race(s),Less than High School,27,63,6288,63
"Transportation, Warehousing & Storage",1,,Some other race(s),High School,27,79,6767,79
"Transportation, Warehousing & Storage",1,,Some other race(s),Some College,27,82,9096,82
"Transportation, Warehousing & Storage",1,,Some other race(s),Bachelors Degree or more,27,17,1682,17
Information,0,,White only,Less than High School,27,403,40528,403
Information,0,,White only,High School,27,3485,349991,3485
Information,0,,White only,Some College,27,7380,741580,7380
Information,0,,White only,Bachelors Degree or more,27,11131,1096260,11131
Information,0,,Black/African American only,Less than High School,27,71,8334,71
Information,0,,Black/African American only,High School,27,442,59011,442
Information,0,,Black/African American only,Some College,27,1062,141689,1062
Information,0,,Black/African American only,Bachelors Degree or more,27,793,102123,793
Information,0,,Asian only,Less than High School,27,30,3068,30
Information,0,,Asian only,High School,27,114,11903,114
Information,0,,Asian only,Some College,27,279,31081,279
Information,0,,Asian only,Bachelors Degree or more,27,1465,152157,1465
Information,0,,Some other race(s),Less than High School,27,85,10360,85
Information,0,,Some other race(s),High School,27,283,35422,283
Information,0,,Some other race(s),Some College,27,555,66416,555
Information,0,,Some other race(s),Bachelors Degree or more,27,510,54896,510
Information,1,,White only,Less than High School,27,58,5341,58
Information,1,,White only,High School,27,301,28352,301
Information,1,,White only,Some College,27,476,46544,476
Information,1,,White only,Bachelors Degree or more,27,397,37893,397
Information,1,,Black/African American only,Less than High School,27,5,487,5
Information,1,,Black/African American only,High School,27,44,4865,44
Information,1,,Black/African American only,Some College,27,65,7584,65
Information,1,,Black/African American only,Bachelors Degree or more,27,34,3225,34
Information,1,,Asian only,Less than High School,27,1,70,1
Information,1,,Asian only,High School,27,5,495,5
Information,1,,Asian only,Some College,27,15,1515,15
Information,1,,Asian only,Bachelors Degree or more,27,25,2958,25
Information,1,,Some other race(s),Less than High School,27,13,1256,13
Information,1,,Some other race(s),High School,27,22,2093,22
Information,1,,Some other race(s),Some College,27,36,3122,36
Information,1,,Some other race(s),Bachelors Degree or more,27,19,1659,19
"Finance, Insurance",0,,White only,Less than High School,27,490,50324,490
"Finance, Insurance",0,,White only,High School,27,8386,823909,8386
"Finance, Insurance",0,,White only,Some College,27,16495,1650822,16495
"Finance, Insurance",0,,White only,Bachelors Degree or more,27,26375,2613206,26375
"Finance, Insurance",0,,Black/African American only,Less than High School,27,74,7387,74
"Finance, Insurance",0,,Black/African American only,High School,27,704,90633,704
"Finance, Insurance",0,,Black/African American only,Some College,27,2219,294938,2219
"Finance, Insurance",0,,Black/African American only,Bachelors Degree or more,27,2070,264005,2070
"Finance, Insurance",0,,Asian only,Less than High School,27,61,5426,61
"Finance, Insurance",0,,Asian only,High School,27,249,26107,249
"Finance, Insurance",0,,Asian only,Some College,27,731,75305,731
"Finance, Insurance",0,,Asian only,Bachelors Degree or more,27,3310,357775,3310
"Finance, Insurance",0,,Some other race(s),Less than High School,27,89,10244,89
"Finance, Insurance",0,,Some other race(s),High School,27,522,62094,522
"Finance, Insurance",0,,Some other race(s),Some College,27,1141,132410,1141
"Finance, Insurance",0,,Some other race(s),Bachelors Degree or more,27,922,107150,922
"Finance, Insurance",1,,White only,Less than High School,27,49,4254,49
"Finance, Insurance",1,,White only,High School,27,542,47728,542
"Finance, Insurance",1,,White only,Some College,27,892,82550,892
"Finance, Insurance",1,,White only,Bachelors Degree or more,27,865,80142,865
"Finance, Insurance",1,,Black/African American only,Less than High School,27,9,743,9
"Finance, Insurance",1,,Black/African American only,High School,27,53,5860,53
"Finance, Insurance",1,,Black/African American only,Some College,27,132,14562,132
"Finance, Insurance",1,,Black/African American only,Bachelors Degree or more,27,65,6736,65
"Finance, Insurance",1,,Asian only,Less than High School,27,4,180,4
"Finance, Insurance",1,,Asian only,High School,27,13,1415,13
"Finance, Insurance",1,,Asian only,Some College,27,29,3497,29
"Finance, Insurance",1,,Asian only,Bachelors Degree or more,27,58,5199,58
"Finance, Insurance",1,,Some other race(s),Less than High School,27,8,947,8
"Finance, Insurance",1,,Some other race(s),High School,27,15,1464,15
"Finance, Insurance",1,,Some other race(s),Some College,27,52,6032,52
"Finance, Insurance",1,,Some other race(s),Bachelors Degree or more,27,33,4049,33
"Real Estate, Rental & Leasing",0,,White only,Less than High School,27,906,108474,906
"Real Estate, Rental & Leasing",0,,White only,High School,27,4135,438385,4135
"Real Estate, Rental & Leasing",0,,White only,Some College,27,6860,707290,6860
"Real Estate, Rental & Leasing",0,,White only,Bachelors Degree or more,27,7465,737307,7465
"Real Estate, Rental & Leasing",0,,Black/African American only,Less than High School,27,136,16443,136
"Real Estate, Rental & Leasing",0,,Black/African American only,High School,27,495,68421,495
"Real Estate, Rental & Leasing",0,,Black/African American only,Some College,27,649,88795,649
"Real Estate, Rental & Leasing",0,,Black/African American only,Bachelors Degree or more,27,472,61040,472
"Real Estate, Rental & Leasing",0,,Asian only,Less than High School,27,57,5572,57
"Real Estate, Rental & Leasing",0,,Asian only,High School,27,108,12192,108
"Real Estate, Rental & Leasing",0,,Asian only,Some College,27,256,26909,256
"Real Estate, Rental & Leasing",0,,Asian only,Bachelors Degree or more,27,576,57171,576
"Real Estate, Rental & Leasing",0,,Some other race(s),Less than High School,27,268,35169,268
"Real Estate, Rental & Leasing",0,,Some other race(s),High School,27,377,48426,377
"Real Estate, Rental & Leasing",0,,Some other race(s),Some College,27,557,65925,557
"Real Estate, Rental & Leasing",0,,Some other race(s),Bachelors Degree or more,27,247,27443,247
"Real Estate, Rental & Leasing",1,,White only,Less than High School,27,152,16964,152
"Real Estate, Rental & Leasing",1,,White only,High School,27,375,36572,375
"Real Estate, Rental & Leasing",1,,White only,Some College,27,554,52351,554
"Real Estate, Rental & Leasing",1,,White only,Bachelors Degree or more,27,394,37007,394
"Real Estate, Rental & Leasing",1,,Black/African American only,Less than High School,27,15,2011,15
"Real Estate, Rental & Leasing",1,,Black/African American only,High School,27,45,6133,45
"Real Estate, Rental & Leasing",1,,Black/African American only,Some College,27,41,4804,41
"Real Estate, Rental & Leasing",1,,Black/African American only,Bachelors Degree or more,27,31,3601,31
"Real Estate, Rental & Leasing",1,,Asian only,Less than High School,27,6,694,6
"Real Estate, Rental & Leasing",1,,Asian only,High School,27,6,722,6
"Real Estate, Rental & Leasing",1,,Asian only,Some College,27,11,1219,11
"Real Estate, Rental & Leasing",1,,Asian only,Bachelors Degree or more,27,19,1679,19
"Real Estate, Rental & Leasing",1,,Some other race(s),Less than High School,27,38,5372,38
"Real Estate, Rental & Leasing",1,,Some other race(s),High School,27,22,1987,22
"Real Estate, Rental & Leasing",1,,Some other race(s),Some College,27,46,4862,46
"Real Estate, Rental & Leasing",1,,Some other race(s),Bachelors Degree or more,27,14,1734,14
"Professional, Scientific, Management",0,,White only,Less than High School,27,737,77291,737
"Professional, Scientific, Management",0,,White only,High School,27,6546,668002,6546
"Professional, Scientific, Management",0,,White only,Some College,27,18149,1809000,18149
"Professional, Scientific, Management",0,,White only,Bachelors Degree or more,27,51419,4959439,51419
"Professional, Scientific, Management",0,,Black/African American only,Less than High School,27,100,12687,100
"Professional, Scientific, Management",0,,Black/African American only,High School,27,509,61493,509
"Professional, Scientific, Management",0,,Black/African American only,Some College,27,1427,184055,1427
"Professional, Scientific, Management",0,,Black/African American only,Bachelors Degree or more,27,2277,280154,2277
"Professional, Scientific, Management",0,,Asian only,Less than High School,27,92,10337,92
"Professional, Scientific, Management",0,,Asian only,High School,27,184,21346,184
"Professional, Scientific, Management",0,,Asian only,Some College,27,775,83694,775
"Professional, Scientific, Management",0,,Asian only,Bachelors Degree or more,27,7473,811777,7473
"Professional, Scientific, Management",0,,Some other race(s),Less than High School,27,164,18655,164
"Professional, Scientific, Management",0,,Some other race(s),High School,27,415,50897,415
"Professional, Scientific, Management",0,,Some other race(s),Some College,27,1044,114326,1044
"Professional, Scientific, Management",0,,Some other race(s),Bachelors Degree or more,27,1843,204406,1843
"Professional, Scientific, Management",1,,White only,Less than High School,27,82,7591,82
"Professional, Scientific, Management",1,,White only,High School,27,500,46786,500
"Professional, Scientific, Management",1,,White only,Some College,27,1223,115668,1223
"Professional, Scientific, Management",1,,White only,Bachelors Degree or more,27,1945,172211,1945
"Professional, Scientific, Management",1,,Black/African American only,Less than High School,27,17,1972,17
"Professional, Scientific, Management",1,,Black/African American only,High School,27,36,3448,36
"Professional, Scientific, Management",1,,Black/African American only,Some College,27,109,10094,109
"Professional, Scientific, Management",1,,Black/African American only,Bachelors Degree or more,27,84,8873,84
"Professional, Scientific, Management",1,,Asian only,Less than High School,27,2,124,2
"Professional, Scientific, Management",1,,Asian only,High School,27,13,1221,13
"Professional, Scientific, Management",1,,Asian only,Some College,27,23,2508,23
"Professional, Scientific, Management",1,,Asian only,Bachelors Degree or more,27,120,12529,120
"Professional, Scientific, Management",1,,Some other race(s),Less than High School,27,16,2040,16
"Professional, Scientific, Management",1,,Some other race(s),High School,27,24,2062,24
"Professional, Scientific, Management",1,,Some other race(s),Some College,27,65,6106,65
"Professional, Scientific, Management",1,,Some other race(s),Bachelors Degree or more,27,67,6619,67
Administrative & Waste Management Services,0,,White only,Less than High School,27,4961,637066,4961
Administrative & Waste Management Services,0,,White only,High School,27,11124,1248627,11124
Administrative & Waste Management Services,0,,White only,Some College,27,12208,1305939,12208
Administrative & Waste Management Services,0,,White only,Bachelors Degree or more,27,8307,827196,8307
Administrative & Waste Management Services,0,,Black/African American only,Less than High School,27,790,101369,790
Administrative & Waste Management Services,0,,Black/African American only,High School,27,2166,303545,2166
Administrative & Waste Management Services,0,,Black/African American only,Some College,27,2536,348243,2536
Administrative & Waste Management Services,0,,Black/African American only,Bachelors Degree or more,27,885,114267,885
Administrative & Waste Management Services,0,,Asian only,Less than High School,27,184,19849,184
Administrative & Waste Management Services,0,,Asian only,High School,27,268,30514,268
Administrative & Waste Management Services,0,,Asian only,Some College,27,439,48018,439
Administrative & Waste Management Services,0,,Asian only,Bachelors Degree or more,27,743,78734,743
Administrative & Waste Management Services,0,,Some other race(s),Less than High School,27,1977,285250,1977
Administrative & Waste Management Services,0,,Some other race(s),High School,27,1500,209752,1500
Administrative & Waste Management Services,0,,Some other race(s),Some College,27,1226,150734,1226
Administrative & Waste Management Services,0,,Some other race(s),Bachelors Degree or more,27,433,51291,433
Administrative & Waste Management Services,1,,White only,Less than High School,27,570,59067,570
Administrative & Waste Management Services,1,,White only,High School,27,1074,106925,1074
Administrative & Waste Management Services,1,,White only,Some College,27,1073,106231,1073
Administrative & Waste Management Services,1,,White only,Bachelors Degree or more,27,480,45029,480
Administrative & Waste Management Services,1,,Black/African American only,Less than High School,27,148,15524,148
Administrative & Waste Management Services,1,,Black/African American only,High School,27,225,27507,225
Administrative & Waste Management Services,1,,Black/African American only,Some College,27,183,20345,183
Administrative & Waste Management Services,1,,Black/African American only,Bachelors Degree or more,27,49,5011,49
Administrative & Waste Management Services,1,,Asian only,Less than High School,27,17,2235,17
Administrative & Waste Management Services,1,,Asian only,High School,27,19,1969,19
Administrative & Waste Management Services,1,,Asian only,Some College,27,15,1937,15
Administrative & Waste Management Services,1,,Asian only,Bachelors Degree or more,27,14,962,14
Administrative & Waste Management Services,1,,Some other race(s),Less than High School,27,155,19131,155
Administrative & Waste Management Services,1,,Some other race(s),High School,27,116,12413,116
Administrative & Waste Management Services,1,,Some other race(s),Some College,27,113,10418,113
Administrative & Waste Management Services,1,,Some other race(s),Bachelors Degree or more,27,28,4320,28
Educational Services,0,,White only,Less than High School,27,1714,175376,1714
Educational Services,0,,White only,High School,27,11728,1050657,11728
Educational Services,0,,White only,Some College,27,22558,2007015,22558
Educational Services,0,,White only,Bachelors Degree or more,27,76346,6953066,76346
Educational Services,0,,Black/African American only,Less than High School,27,463,52061,463
Educational Services,0,,Black/African American only,High School,27,1786,209072,1786
Educational Services,0,,Black/African American only,Some College,27,3340,374528,3340
Educational Services,0,,Black/African American only,Bachelors Degree or more,27,6180,708494,6180
Educational Services,0,,Asian only,Less than High School,27,111,12503,111
Educational Services,0,,Asian only,High School,27,362,31954,362
Educational Services,0,,Asian only,Some College,27,1127,106785,1127
Educational Services,0,,Asian only,Bachelors Degree or more,27,4615,455687,4615
Educational Services,0,,Some other race(s),Less than High School,27,366,38597,366
Educational Services,0,,Some other race(s),High School,27,961,92279,961
Educational Services,0,,Some other race(s),Some College,27,1902,183753,1902
Educational Services,0,,Some other race(s),Bachelors Degree or more,27,3167,319225,3167
Educational Services,1,,White only,Less than High School,27,233,23495,233
Educational Services,1,,White only,High School,27,988,84270,988
Educational Services,1,,White only,Some College,27,1415,127611,1415
Educational Services,1,,White only,Bachelors Degree or more,27,3105,267124,3105
Educational Services,1,,Black/African American only,Less than High School,27,75,6570,75
Educational Services,1,,Black/African American only,High School,27,185,18057,185
Educational Services,1,,Black/African American only,Some College,27,255,26197,255
Educational Services,1,,Black/African American only,Bachelors Degree or more,27,330,34529,330
Educational Services,1,,Asian only,Less than High School,27,14,1212,14
Educational Services,1,,Asian only,High School,27,19,1755,19
Educational Services,1,,Asian only,Some College,27,44,3498,44
Educational Services,1,,Asian only,Bachelors Degree or more,27,105,9188,105
Educational Services,1,,Some other race(s),Less than High School,27,45,3356,45
Educational Services,1,,Some other race(s),High School,27,77,6621,77
Educational Services,1,,Some other race(s),Some College,27,139,13978,139
Educational Services,1,,Some other race(s),Bachelors Degree or more,27,154,15040,154
Health Care,0,,White only,Less than High School,27,3099,324051,3099
Health Care,0,,White only,High School,27,18184,1807832,18184
Health Care,0,,White only,Some College,27,45857,4470196,45857
Health Care,0,,White only,Bachelors Degree or more,27,47616,4570909,47616
Health Care,0,,Black/African American only,Less than High School,27,1358,163491,1358
Health Care,0,,Black/African American only,High School,27,4684,616329,4684
Health Care,0,,Black/African American only,Some College,27,8193,1103636,8193
Health Care,0,,Black/African American only,Bachelors Degree or more,27,4494,572779,4494
Health Care,0,,Asian only,Less than High School,27,310,31795,310
Health Care,0,,Asian only,High School,27,685,78031,685
Health Care,0,,Asian only,Some College,27,2293,247509,2293
Health Care,0,,Asian only,Bachelors Degree or more,27,7252,747887,7252
Health Care,0,,Some other race(s),Less than High School,27,786,88898,786
Health Care,0,,Some other race(s),High School,27,1728,199064,1728
Health Care,0,,Some other race(s),Some College,27,3253,368266,3253
Health Care,0,,Some other race(s),Bachelors Degree or more,27,1995,223851,1995
Health Care,1,,White only,Less than High School,27,566,53341,566
Health Care,1,,White only,High School,27,1637,151675,1637
Health Care,1,,White only,Some College,27,2857,271935,2857
Health Care,1,,White only,Bachelors Degree or more,27,1957,185935,1957
Health Care,1,,Black/African American only,Less than High School,27,231,23179,231
Health Care,1,,Black/African American only,High School,27,452,51333,452
Health Care,1,,Black/African American only,Some College,27,650,73698,650
Health Care,1,,Black/African American only,Bachelors Degree or more,27,199,23462,199
Health Care,1,,Asian only,Less than High School,27,29,2715,29
Health Care,1,,Asian only,High School,27,43,3810,43
Health Care,1,,Asian only,Some College,27,108,10537,108
Health Care,1,,Asian only,Bachelors Degree or more,27,163,13930,163
Health Care,1,,Some other race(s),Less than High School,27,92,8764,92
Health Care,1,,Some other race(s),High School,27,157,15231,157
Health Care,1,,Some other race(s),Some College,27,241,27158,241
Health Care,1,,Some other race(s),Bachelors Degree or more,27,104,10093,104
Social Assistance Services,0,,White only,Less than High School,27,1099,115724,1099
Social Assistance Services,0,,White only,High School,27,4381,423783,4381
Social Assistance Services,0,,White only,Some College,27,7084,701552,7084
Social Assistance Services,0,,White only,Bachelors Degree or more,27,8365,807246,8365
Social Assistance Services,0,,Black/African American only,Less than High School,27,337,41539,337
Social Assistance Services,0,,Black/African American only,High School,27,1157,139759,1157
Social Assistance Services,0,,Black/African American only,Some College,27,1881,237705,1881
Social Assistance Services,0,,Black/African American only,Bachelors Degree or more,27,1382,178071,1382
Social Assistance Services,0,,Asian only,Less than High School,27,166,17935,166
Social Assistance Services,0,,Asian only,High School,27,197,20122,197
Social Assistance Services,0,,Asian only,Some College,27,351,36107,351
Social Assistance Services,0,,Asian only,Bachelors Degree or more,27,553,54048,553
Social Assistance Services,0,,Some other race(s),Less than High School,27,408,50431,408
Social Assistance Services,0,,Some other race(s),High School,27,540,63697,540
Social Assistance Services,0,,Some other race(s),Some College,27,863,92872,863
Social Assistance Services,0,,Some other race(s),Bachelors Degree or more,27,582,63393,582
Social Assistance Services,1,,White only,Less than High School,27,539,42280,539
Social Assistance Services,1,,White only,High School,27,1061,84870,1061
Social Assistance Services,1,,White only,Some College,27,670,59962,670
Social Assistance Services,1,,White only,Bachelors Degree or more,27,464,43288,464
Social Assistance Services,1,,Black/African American only,Less than High School,27,142,12064,142
Social Assistance Services,1,,Black/African American only,High School,27,196,19666,196
Social Assistance Services,1,,Black/African American only,Some College,27,194,21121,194
Social Assistance Services,1,,Black/African American only,Bachelors Degree or more,27,84,9419,84
Social Assistance Services,1,,Asian only,Less than High School,27,21,2184,21
Social Assistance Services,1,,Asian only,High School,27,13,1227,13
Social Assistance Services,1,,Asian only,Some College,27,31,2192,31
Social Assistance Services,1,,Asian only,Bachelors Degree or more,27,20,1169,20
Social Assistance Services,1,,Some other race(s),Less than High School,27,63,6898,63
Social Assistance Services,1,,Some other race(s),High School,27,74,6956,74
Social Assistance Services,1,,Some other race(s),Some College,27,82,7416,82
Social Assistance Services,1,,Some other race(s),Bachelors Degree or more,27,32,3427,32
"Arts, Entertainment, Recreation",0,,White only,Less than High School,27,1141,125220,1141
"Arts, Entertainment, Recreation",0,,White only,High School,27,4715,490391,4715
"Arts, Entertainment, Recreation",0,,White only,Some College,27,7748,797927,7748
"Arts, Entertainment, Recreation",0,,White only,Bachelors Degree or more,27,8122,798867,8122
"Arts, Entertainment, Recreation",0,,Black/African American only,Less than High School,27,172,21012,172
"Arts, Entertainment, Recreation",0,,Black/African American only,High School,27,509,69834,509
"Arts, Entertainment, Recreation",0,,Black/African American only,Some College,27,795,107062,795
"Arts, Entertainment, Recreation",0,,Black/African American only,Bachelors Degree or more,27,397,52798,397
"Arts, Entertainment, Recreation",0,,Asian only,Less than High School,27,138,13748,138
"Arts, Entertainment, Recreation",0,,Asian only,High School,27,218,25060,218
"Arts, Entertainment, Recreation",0,,Asian only,Some College,27,398,42095,398
"Arts, Entertainment, Recreation",0,,Asian only,Bachelors Degree or more,27,418,46840,418
"Arts, Entertainment, Recreation",0,,Some other race(s),Less than High School,27,360,44741,360
"Arts, Entertainment, Recreation",0,,Some other race(s),High School,27,681,70824,681
"Arts, Entertainment, Recreation",0,,Some other race(s),Some College,27,876,90439,876
"Arts, Entertainment, Recreation",0,,Some other race(s),Bachelors Degree or more,27,388,43101,388
"Arts, Entertainment, Recreation",1,,White only,Less than High School,27,140,13081,140
"Arts, Entertainment, Recreation",1,,White only,High School,27,411,40460,411
"Arts, Entertainment, Recreation",1,,White only,Some College,27,517,52665,517
"Arts, Entertainment, Recreation",1,,White only,Bachelors Degree or more,27,356,33068,356
"Arts, Entertainment, Recreation",1,,Black/African American only,Less than High School,27,20,2372,20
"Arts, Entertainment, Recreation",1,,Black/African American only,High School,27,37,4266,37
"Arts, Entertainment, Recreation",1,,Black/African American only,Some College,27,50,4600,50
"Arts, Entertainment, Recreation",1,,Black/African American only,Bachelors Degree or more,27,17,1653,17
"Arts, Entertainment, Recreation",1,,Asian only,Less than High School,27,15,1180,15
"Arts, Entertainment, Recreation",1,,Asian only,High School,27,10,804,10
"Arts, Entertainment, Recreation",1,,Asian only,Some College,27,13,1192,13
"Arts, Entertainment, Recreation",1,,Asian only,Bachelors Degree or more,27,8,763,8
"Arts, Entertainment, Recreation",1,,Some other race(s),Less than High School,27,36,3607,36
"Arts, Entertainment, Recreation",1,,Some other race(s),High School,27,55,6952,55
"Arts, Entertainment, Recreation",1,,Some other race(s),Some College,27,59,4718,59
"Arts, Entertainment, Recreation",1,,Some other race(s),Bachelors Degree or more,27,26,2417,26
Accommodation and Food Services,0,,White only,Less than High School,27,7738,998424,7738
Accommodation and Food Services,0,,White only,High School,27,17885,2112772,17885
Accommodation and Food Services,0,,White only,Some College,27,23154,2710891,23154
Accommodation and Food Services,0,,White only,Bachelors Degree or more,27,8124,888164,8124
Accommodation and Food Services,0,,Black/African American only,Less than High School,27,1435,198606,1435
Accommodation and Food Services,0,,Black/African American only,High School,27,3136,459029,3136
Accommodation and Food Services,0,,Black/African American only,Some College,27,3096,437165,3096
Accommodation and Food Services,0,,Black/African American only,Bachelors Degree or more,27,555,82202,555
Accommodation and Food Services,0,,Asian only,Less than High School,27,1235,137511,1235
Accommodation and Food Services,0,,Asian only,High School,27,1573,185859,1573
Accommodation and Food Services,0,,Asian only,Some College,27,1732,194452,1732
Accommodation and Food Services,0,,Asian only,Bachelors Degree or more,27,1224,139984,1224
Accommodation and Food Services,0,,Some other race(s),Less than High School,27,2655,397677,2655
Accommodation and Food Services,0,,Some other race(s),High School,27,2710,376040,2710
Accommodation and Food Services,0,,Some other race(s),Some College,27,2738,352369,2738
Accommodation and Food Services,0,,Some other race(s),Bachelors Degree or more,27,580,76286,580
Accommodation and Food Services,1,,White only,Less than High School,27,723,82557,723
Accommodation and Food Services,1,,White only,High School,27,1462,158342,1462
Accommodation and Food Services,1,,White only,Some College,27,1301,135852,1301
Accommodation and Food Services,1,,White only,Bachelors Degree or more,27,277,27994,277
Accommodation and Food Services,1,,Black/African American only,Less than High School,27,162,18631,162
Accommodation and Food Services,1,,Black/African American only,High School,27,274,29475,274
Accommodation and Food Services,1,,Black/African American only,Some College,27,205,26107,205
Accommodation and Food Services,1,,Black/African American only,Bachelors Degree or more,27,26,2962,26
Accommodation and Food Services,1,,Asian only,Less than High School,27,56,5850,56
Accommodation and Food Services,1,,Asian only,High School,27,76,8817,76
Accommodation and Food Services,1,,Asian only,Some College,27,66,6365,66
Accommodation and Food Services,1,,Asian only,Bachelors Degree or more,27,27,2484,27
Accommodation and Food Services,1,,Some other race(s),Less than High School,27,147,18020,147
Accommodation and Food Services,1,,Some other race(s),High School,27,183,21997,183
Accommodation and Food Services,1,,Some other race(s),Some College,27,158,17001,158
Accommodation and Food Services,1,,Some other race(s),Bachelors Degree or more,27,33,4134,33
Other Services (except Public Administration)       ,0,,White only,Less than High School,27,4445,511699,4445
Other Services (except Public Administration)       ,0,,White only,High School,27,15315,1595357,15315
Other Services (except Public Administration)       ,0,,White only,Some College,27,16669,1690599,16669
Other Services (except Public Administration)       ,0,,White only,Bachelors Degree or more,27,13284,1211333,13284
